RECTYPE,LEA,ESTAB,URN,ICLOSE,NFTYPE,TPUP,ATT8SCR,P8MEA,P8CILOW,P8CIUPP,PTEBACC_E_PTQ_EE,PTEBACC_PTQ_EE,PTL2BASICS_LL_PTQ_EE,PTAC5EM_PTQ_EE
2,888,7037,119877,0,CYS,19,NE,NE,NE,NE,NE,NE,NE,NE
2,888,7098,119893,0,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,888,6022,119849,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,888,6104,135541,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,888,6098,135292,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,888,7040,119878,0,CYS,13,NE,NE,NE,NE,NE,NE,NE,NE
2,888,7109,131479,0,CYS,10,NE,NE,NE,NE,NE,NE,NE,NE
2,888,7104,119898,0,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,888,7076,119887,0,CYS,6,NE,NE,NE,NE,NE,NE,NE,NE
2,888,6089,129571,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,888,7049,119880,0,CYS,10,1.3,-1.75,-2.49,-1.01,0%,0%,0%,0%
2,888,7097,119892,0,CYS,8,NE,NE,NE,NE,NE,NE,NE,NE
2,888,7089,119889,0,CYS,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,888,6045,138868,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,888,7014,119866,0,CYS,7,6.1,SUPP,SUPP,SUPP,0%,0%,0%,0%
2,888,6046,132079,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,888,7034,119876,0,CYS,19,4.6,-1.52,-2.01,-1.03,0%,0%,0%,0%
2,888,6056,136069,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,888,6094,131575,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,888,7115,135015,0,CYS,18,1.4,-2.16,-2.86,-1.47,0%,0%,0%,0%
2,888,6050,133540,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,888,6030,131138,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,888,6032,131163,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,888,7113,135013,0,CYS,10,NE,NE,NE,NE,NE,NE,NE,NE
2,888,7111,134625,0,CYS,15,8.7,-2.99,-3.53,-2.45,0%,0%,0%,0%
2,888,6095,135092,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,888,6020,119845,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,888,7118,135346,0,CYS,27,0.3,-1.78,-2.22,-1.35,0%,0%,0%,0%
2,888,7102,119897,0,CYS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,888,7092,119891,0,CYS,14,0.6,-2.02,-2.63,-1.42,0%,0%,0%,0%
2,888,6026,119853,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,888,7028,119873,0,CYS,15,26.0,-0.80,-1.38,-0.22,27%,0%,7%,7%
2,888,7116,131258,0,CYS,20,0.2,-1.93,-2.43,-1.42,0%,0%,0%,0%
4,888,,,,,12107,49.6,-0.10,-0.12,-0.08,33.4%,21.7%,63.2%,58.0%
1,889,6004,119856,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,889,4799,134906,0,FD,137,45.4,-0.07,-0.26,0.12,41%,21%,53%,44%
1,889,6905,135580,0,AC,183,49.6,-0.07,-0.23,0.08,11%,8%,67%,58%
1,889,4002,139924,0,FSS,23,21.7,-2.00,-2.44,-1.57,4%,0%,4%,4%
1,889,4004,141321,0,AC,132,46.3,-0.49,-0.67,-0.31,24%,11%,54%,51%
1,889,6007,132749,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,889,6005,131389,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,889,6009,133541,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,889,4629,119790,0,VA,149,46.3,0.05,-0.12,0.22,9%,4%,40%,34%
1,889,4005,142088,0,AC,,,,,,,,,
1,889,4012,119715,1,CY,220,45.7,0.10,-0.05,0.24,8%,7%,60%,54%
1,889,6001,141165,0,F,87,58.2,0.18,-0.05,0.41,69%,43%,85%,74%
1,889,4632,119793,0,VA,192,53.1,0.03,-0.12,0.18,46%,29%,73%,68%
1,889,5406,136900,0,ACC,233,52.8,-0.05,-0.19,0.09,24%,19%,65%,64%
1,889,4000,138220,0,F,74,61.7,1.16,0.91,1.40,86%,72%,95%,93%
1,889,4800,141565,0,ACC,126,64.8,1.38,1.19,1.57,93%,79%,97%,93%
1,889,6000,119826,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,889,4048,140879,0,ACC,176,49.5,0.25,0.09,0.41,51%,31%,66%,59%
2,889,6013,138884,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,889,7003,119858,0,FDS,12,NE,NE,NE,NE,NE,NE,NE,NE
2,889,7107,132051,0,CYS,12,NE,NE,NE,NE,NE,NE,NE,NE
4,889,,,,,1755,50.1,0.10,0.05,0.15,35.1%,24.2%,64.7%,59.0%
1,890,4002,141132,0,AC,172,40.3,-0.67,-0.83,-0.51,5%,3%,41%,34%
1,890,4053,119732,1,CY,215,38.1,-1.14,-1.28,-0.99,13%,6%,37%,31%
1,890,4003,142469,0,AC,,,,,,,,,
1,890,4057,137973,0,ACC,280,48.9,-0.19,-0.31,-0.06,37%,18%,61%,58%
1,890,4405,140759,0,ACC,186,46.4,-0.16,-0.31,0.00,21%,12%,54%,48%
1,890,4601,141257,0,ACC,209,49.8,0.08,-0.07,0.23,18%,10%,59%,55%
1,890,4001,140021,0,AC,151,43.2,-0.15,-0.33,0.03,15%,7%,34%,30%
1,890,4000,139675,0,AC,84,44.1,0.08,-0.15,0.32,7%,2%,40%,36%
2,890,7020,119868,0,CYS,6,NE,NE,NE,NE,NE,NE,NE,NE
2,890,7019,140143,0,ACCS,22,1.5,-1.76,-2.23,-1.29,0%,0%,0%,0%
2,890,7025,119871,0,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
4,890,,,,,1331,43.7,-0.38,-0.43,-0.32,18.5%,9.2%,47.4%,42.4%
1,891,4117,138832,0,ACC,130,49.7,-0.13,-0.32,0.06,43%,39%,70%,62%
1,891,4756,140698,0,ACC,176,53.1,0.19,0.03,0.35,71%,48%,69%,68%
1,891,4091,137536,0,ACC,265,51.5,-0.12,-0.25,0.01,73%,28%,58%,51%
1,891,4009,137981,0,ACC,386,50.5,0.04,-0.07,0.14,35%,24%,58%,46%
1,891,4617,137409,0,ACC,169,57.9,-0.12,-0.28,0.04,86%,49%,81%,76%
1,891,4119,138837,0,ACC,78,49.1,-0.36,-0.60,-0.12,35%,29%,56%,54%
1,891,4463,137763,0,ACC,260,48.9,-0.09,-0.22,0.04,32%,20%,64%,55%
1,891,4005,137085,0,AC,90,52.1,0.19,-0.03,0.41,44%,23%,70%,68%
1,891,4107,136627,0,ACC,226,54.0,-0.03,-0.17,0.11,35%,27%,77%,69%
1,891,4121,122854,0,FD,151,49.7,-0.19,-0.36,-0.02,40%,24%,66%,58%
1,891,4700,138810,0,ACC,149,49.0,-0.20,-0.38,-0.01,50%,29%,67%,62%
1,891,4409,122867,0,CY,176,47.6,-0.59,-0.75,-0.43,44%,19%,59%,49%
1,891,4014,139062,0,AC,166,48.8,0.02,-0.14,0.19,48%,19%,54%,49%
1,891,4413,138964,0,ACC,161,49.3,-0.53,-0.70,-0.37,31%,21%,69%,65%
1,891,4456,138076,0,ACC,192,47.0,-0.25,-0.41,-0.10,29%,21%,56%,51%
1,891,4041,122830,0,CY,113,50.4,0.15,-0.05,0.34,16%,12%,66%,61%
1,891,5401,136291,0,ACC,219,57.6,0.27,0.13,0.42,37%,33%,79%,75%
1,891,4019,140992,0,AC,98,53.3,0.48,0.26,0.69,27%,12%,65%,61%
1,891,4016,139956,0,AC,181,43.6,-0.34,-0.50,-0.19,20%,10%,54%,50%
1,891,4408,137628,0,ACC,203,54.1,0.33,0.18,0.48,34%,25%,69%,62%
1,891,6035,131998,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,891,4226,138641,0,ACC,231,49.1,-0.46,-0.59,-0.32,35%,23%,63%,55%
1,891,4008,138481,0,ACC,87,39.7,-0.79,-1.02,-0.56,49%,14%,43%,36%
1,891,6016,122937,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,891,4017,140549,0,AC,159,42.4,-0.22,-0.40,-0.05,14%,9%,41%,38%
1,891,4032,137158,0,ACC,163,45.7,-0.25,-0.41,-0.08,69%,13%,62%,49%
1,891,4010,138411,0,AC,121,50.7,0.10,-0.09,0.29,21%,15%,50%,48%
1,891,4669,122898,0,VA,240,58.1,0.26,0.12,0.39,63%,40%,84%,78%
1,891,4635,137159,0,ACC,195,49.0,0.11,-0.05,0.26,30%,21%,63%,57%
1,891,4013,138872,0,AC,136,42.0,-0.86,-1.04,-0.68,35%,7%,52%,43%
1,891,6015,122933,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,891,4012,138248,0,AC,177,58.3,0.93,0.77,1.09,37%,29%,88%,85%
1,891,4011,138247,0,AC,282,56.1,0.43,0.30,0.55,33%,26%,84%,79%
1,891,4068,137857,0,ACC,176,49.0,-0.18,-0.34,-0.02,46%,35%,51%,48%
1,891,4006,137749,0,AC,108,39.4,-0.48,-0.69,-0.27,11%,3%,36%,31%
1,891,4084,136361,0,ACC,221,56.3,0.37,0.23,0.51,39%,33%,78%,69%
1,891,4001,137117,0,AC,154,48.1,-0.05,-0.22,0.12,21%,17%,55%,53%
1,891,4329,138482,0,ACC,227,58.6,0.26,0.12,0.40,61%,44%,83%,80%
1,891,6905,135583,0,AC,196,46.0,-0.46,-0.61,-0.31,13%,6%,61%,55%
1,891,4230,122857,0,CY,129,46.4,-0.21,-0.40,-0.03,43%,18%,64%,58%
1,891,4002,137141,0,AC,61,49.8,-0.06,-0.33,0.21,43%,30%,69%,62%
1,891,4007,138365,0,AC,22,32.6,-0.94,-1.38,-0.49,0%,0%,32%,27%
1,891,4000,137112,0,AC,80,51.8,-0.19,-0.43,0.05,58%,25%,64%,53%
1,891,4454,138191,0,ACC,171,55.6,0.04,-0.12,0.20,55%,30%,82%,74%
1,891,4015,139063,0,AC,105,46.0,0.30,0.09,0.51,63%,21%,42%,38%
1,891,4404,136878,0,ACC,263,56.1,0.25,0.11,0.38,60%,44%,83%,81%
1,891,4452,137319,0,ACC,244,51.7,-0.07,-0.21,0.06,30%,21%,68%,63%
1,891,4018,140812,0,FSS,46,34.4,-0.80,-1.12,-0.49,0%,0%,9%,9%
1,891,4328,136628,0,ACC,223,61.0,0.34,0.20,0.48,45%,40%,86%,81%
1,891,6001,122908,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,891,7023,122957,0,CYS,6,NE,NE,NE,NE,NE,NE,NE,NE
2,891,7000,140854,0,ACS,14,10.5,-1.47,-2.08,-0.87,0%,0%,0%,0%
2,891,6026,131536,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,891,7032,122961,0,CYS,12,NE,NE,NE,NE,NE,NE,NE,NE
2,891,7019,122953,0,CYS,7,NE,NE,NE,NE,NE,NE,NE,NE
2,891,7022,122956,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,891,7012,122949,0,CYS,8,11.3,-2.42,-3.16,-1.68,0%,0%,0%,0%
2,891,7009,122947,0,CYS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,891,5950,138661,0,ACCS,11,1.0,-2.00,-2.63,-1.37,0%,0%,0%,0%
2,891,6022,134649,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,891,6032,135393,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,891,7041,130996,0,CYS,11,NE,NE,NE,NE,NE,NE,NE,NE
2,891,6023,139603,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,891,7021,122955,0,CYS,15,NE,NE,NE,NE,NE,NE,NE,NE
2,891,6036,136039,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,891,7018,122952,0,CYS,11,NE,NE,NE,NE,NE,NE,NE,NE
4,891,,,,,7893,50.6,-0.04,-0.07,-0.02,40.8%,25.1%,65.6%,59.6%
1,892,4615,137798,0,ACC,298,50.4,-0.05,-0.17,0.07,24%,15%,60%,54%
1,892,4003,140369,0,AC,84,40.4,-0.42,-0.67,-0.17,33%,6%,24%,21%
1,892,6919,135685,0,AC,166,33.1,-1.19,-1.35,-1.02,20%,1%,19%,17%
1,892,6905,134253,0,AC,132,40.3,-0.41,-0.61,-0.21,14%,5%,39%,36%
1,892,4026,122828,0,CY,248,37.8,-0.80,-0.93,-0.66,15%,8%,31%,27%
1,892,4005,141335,0,AC,125,40.5,-0.83,-1.02,-0.64,22%,9%,34%,28%
1,892,4064,136724,0,ACC,199,55.7,0.08,-0.07,0.23,72%,46%,78%,72%
1,892,6001,122912,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,892,6012,131119,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,892,6017,140487,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,892,6907,135881,0,AC,347,42.8,-0.42,-0.54,-0.31,58%,25%,52%,43%
1,892,4462,139765,0,ACC,169,47.9,-0.24,-0.41,-0.07,20%,15%,51%,46%
1,892,4020,141010,0,F,,,,,,,,,
1,892,4000,137184,0,AC,89,51.0,0.32,0.09,0.55,63%,33%,62%,61%
1,892,6009,122936,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,892,6004,122915,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,892,4004,140984,0,F,59,48.2,-0.16,-0.45,0.13,5%,3%,56%,42%
1,892,6906,135761,0,AC,134,41.5,-0.21,-0.39,-0.03,10%,6%,51%,40%
1,892,4006,141363,0,AC,140,51.2,-0.21,-0.39,-0.04,19%,12%,71%,61%
1,892,6016,139771,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,892,4002,138573,0,AC,131,42.7,-0.31,-0.50,-0.11,40%,15%,41%,37%
1,892,5404,138341,0,ACC,173,55.8,0.09,-0.07,0.26,40%,29%,71%,68%
2,892,7026,137915,0,ACCS,14,NE,NE,NE,NE,NE,NE,NE,NE
2,892,7042,135573,0,CYS,12,NE,NE,NE,NE,NE,NE,NE,NE
2,892,7035,122964,0,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,892,7041,134889,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,892,7040,122966,0,CYS,6,12.7,-1.80,-2.66,-0.95,0%,0%,0%,0%
2,892,7033,122962,0,CYS,10,4.7,-1.52,-2.18,-0.86,0%,0%,0%,0%
4,892,,,,,2538,44.6,-0.35,-0.40,-0.31,32.1%,16.6%,49.6%,43.9%
1,893,6003,123602,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,6000,123599,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,4396,123570,0,CY,165,53.4,0.24,0.08,0.40,30%,16%,68%,54%
1,893,4500,139143,0,ACC,163,52.2,0.10,-0.07,0.26,60%,44%,71%,64%
1,893,4385,139455,0,ACC,132,52.2,-0.09,-0.28,0.10,25%,17%,58%,57%
1,893,4376,123564,0,FD,78,51.8,-0.02,-0.30,0.26,41%,35%,74%,58%
1,893,6020,123623,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,5401,137336,0,ACC,138,53.5,0.08,-0.10,0.26,65%,35%,71%,67%
1,893,6001,123600,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,4000,139231,1,AC,68,42.2,-0.34,-0.60,-0.08,9%,6%,47%,35%
1,893,4423,123580,0,FD,163,46.3,-0.14,-0.31,0.02,46%,20%,47%,42%
1,893,4394,140922,0,ACC,209,52.0,-0.11,-0.26,0.03,21%,12%,65%,60%
1,893,4412,141451,0,ACC,103,52.6,0.12,-0.09,0.33,36%,23%,72%,68%
1,893,4387,139102,0,ACC,110,47.9,-0.35,-0.55,-0.14,43%,30%,64%,56%
1,893,4501,123587,0,VC,134,48.1,-0.09,-0.27,0.09,37%,18%,57%,49%
1,893,4437,136979,0,ACC,233,49.6,-0.04,-0.18,0.10,64%,29%,61%,58%
1,893,4410,123577,0,CY,98,55.9,0.16,-0.05,0.38,23%,20%,71%,63%
1,893,4403,123573,0,CY,233,52.0,-0.18,-0.32,-0.04,27%,21%,65%,52%
1,893,6005,123604,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,4427,142153,0,ACC,116,51.6,0.17,-0.03,0.37,41%,29%,57%,54%
1,893,6011,123613,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,4368,138216,0,ACC,163,57.0,0.07,-0.10,0.23,50%,40%,74%,69%
1,893,4406,123575,1,CY,75,47.7,-0.12,-0.39,0.15,20%,11%,43%,35%
1,893,4002,143142,0,AC,,,,,,,,,
1,893,4003,143401,0,ACC,,,,,,,,,
1,893,6018,123620,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,6009,123608,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,4001,141176,0,AC,94,45.9,-0.11,-0.33,0.11,15%,4%,54%,50%
1,893,4395,139464,1,ACC,111,42.0,-0.22,-0.42,-0.01,13%,8%,42%,37%
1,893,4503,123589,0,VC,203,52.7,0.07,-0.09,0.22,51%,33%,70%,62%
1,893,4391,139769,0,ACC,164,53.9,0.03,-0.13,0.20,46%,35%,73%,70%
2,893,6096,132772,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,893,6017,123619,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,893,6099,131171,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,893,6107,135511,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,893,6097,131033,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,893,6025,133478,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,893,6106,135445,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,893,6029,138580,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,893,6031,139220,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,893,7016,140531,0,ACCS,22,2.4,-1.51,-1.97,-1.06,0%,0%,5%,0%
2,893,6026,134000,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,893,7006,123630,0,CYS,13,12.3,-2.62,-3.28,-1.96,0%,0%,0%,0%
4,893,,,,,2987,50.5,-0.05,-0.09,-0.01,38.3%,24.2%,62.5%,56.0%
1,894,6906,135582,0,AC,180,46.3,-0.22,-0.38,-0.07,55%,22%,45%,41%
1,894,5400,137446,0,ACC,116,68.3,-0.02,-0.24,0.20,72%,62%,99%,97%
1,894,4405,123574,0,CY,214,50.4,-0.29,-0.43,-0.14,26%,11%,64%,57%
1,894,5404,123597,0,FD,230,48.4,-0.14,-0.28,-0.01,73%,24%,54%,47%
1,894,5402,123595,0,FD,108,44.7,0.03,-0.17,0.24,25%,14%,40%,31%
1,894,4439,133708,0,CY,180,52.1,0.62,0.46,0.78,14%,5%,57%,51%
1,894,4000,142067,0,VA,87,51.7,0.25,0.02,0.49,18%,10%,56%,48%
1,894,6905,135149,0,AC,166,51.3,-0.02,-0.18,0.14,66%,21%,72%,64%
1,894,4364,136516,0,ACC,55,72.6,0.37,0.07,0.67,78%,78%,100%,100%
1,894,4408,139766,0,ACC,120,44.3,-0.36,-0.55,-0.16,27%,8%,47%,34%
1,894,4425,139536,0,ACC,85,38.2,-0.84,-1.08,-0.61,0%,0%,24%,22%
1,894,4001,142285,0,ACC,238,41.8,-0.69,-0.83,-0.55,45%,13%,40%,35%
1,894,6900,123627,0,CTC,182,63.0,0.40,0.25,0.56,91%,63%,98%,94%
1,894,6001,123610,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,894,7017,123635,0,CYS,9,NE,NE,NE,NE,NE,NE,NE,NE
2,894,6005,133371,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,894,7018,132122,0,CYS,13,4.7,-2.55,-3.18,-1.92,0%,0%,0%,0%
2,894,7012,123631,0,CYS,33,2.6,-1.71,-2.08,-1.35,0%,0%,0%,0%
4,894,,,,,2017,49.3,-0.15,-0.19,-0.10,46.1%,22.7%,58.2%,52.5%
1,895,6012,111478,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,895,4801,139139,0,ACC,205,51.7,-0.17,-0.31,-0.02,62%,36%,61%,57%
1,895,4121,140108,0,ACC,206,54.5,0.03,-0.11,0.18,51%,35%,72%,67%
1,895,6008,111474,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,895,4220,136279,0,ACC,211,53.2,-0.07,-0.21,0.08,54%,36%,69%,68%
1,895,4226,136655,0,ACC,163,53.1,0.02,-0.14,0.19,32%,25%,64%,61%
1,895,4004,142890,0,FUTC,,,,,,,,,
1,895,4227,138662,0,ACC,141,49.4,-0.25,-0.43,-0.08,19%,11%,61%,56%
1,895,5401,136278,0,ACC,238,54.7,0.03,-0.10,0.17,37%,32%,79%,73%
1,895,4165,137449,0,ACC,210,56.4,0.10,-0.04,0.25,45%,37%,81%,80%
1,895,4223,111442,1,FD,109,39.4,-0.96,-1.16,-0.76,15%,8%,37%,32%
1,895,6007,111473,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,895,4163,138002,0,ACC,147,52.0,-0.05,-0.23,0.13,42%,32%,70%,65%
1,895,4002,140813,0,FSS,52,43.9,-0.62,-0.92,-0.32,8%,6%,54%,50%
1,895,4001,137064,0,AC,62,52.0,0.15,-0.12,0.42,19%,11%,61%,56%
1,895,4143,111419,0,FD,180,48.0,-0.50,-0.66,-0.35,28%,15%,64%,52%
1,895,4127,111410,0,CY,145,45.6,-0.43,-0.60,-0.25,27%,19%,56%,54%
1,895,4003,142472,0,AC,,,,,,,,,
1,895,4211,111436,0,CY,248,55.4,0.04,-0.09,0.18,51%,37%,69%,67%
1,895,4139,111417,0,CY,103,44.6,-0.28,-0.50,-0.07,19%,10%,50%,46%
1,895,4612,139764,0,ACC,129,54.2,0.15,-0.03,0.34,72%,38%,67%,64%
1,895,4123,136340,0,ACC,209,57.8,-0.02,-0.16,0.13,53%,33%,84%,76%
1,895,6010,137491,0,F,205,54.0,-0.06,-0.21,0.09,30%,20%,72%,64%
1,895,4144,142237,0,ACC,105,51.3,-0.14,-0.35,0.06,21%,12%,61%,52%
1,895,4000,139953,0,AC,172,40.2,-0.77,-0.93,-0.61,21%,5%,34%,29%
1,895,4116,140791,0,ACC,183,54.2,0.13,-0.03,0.29,47%,41%,83%,70%
1,895,4225,111443,0,CY,304,53.5,-0.19,-0.31,-0.07,32%,27%,75%,65%
2,895,7209,140457,0,ACCS,6,3.7,-3.64,-4.49,-2.79,0%,0%,0%,0%
2,895,7101,111499,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,895,6001,141502,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,895,6035,134725,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,895,7112,111508,0,CYS,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,895,7000,140176,0,ACS,,,,,,,,,
2,895,7210,131733,1,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,895,7111,111507,0,CYS,8,NE,NE,NE,NE,NE,NE,NE,NE
4,895,,,,,3749,51.6,-0.15,-0.19,-0.12,38.5%,26.5%,67.0%,61.2%
1,896,6018,111484,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,896,4158,111424,0,FD,207,59.6,0.36,0.20,0.53,75%,54%,80%,78%
1,896,4623,136543,0,ACC,166,50.0,-0.04,-0.21,0.12,64%,29%,61%,57%
1,896,4006,111396,0,FD,81,48.9,0.13,-0.10,0.37,25%,9%,59%,52%
1,896,4603,139343,0,ACC,146,51.9,0.23,0.04,0.41,44%,21%,62%,59%
1,896,4149,136645,0,ACC,200,53.8,-0.07,-0.22,0.09,34%,30%,75%,70%
1,896,4134,138743,0,ACC,176,58.1,0.57,0.41,0.72,79%,48%,89%,85%
1,896,6017,111483,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,896,4611,111451,0,VA,170,50.0,0.11,-0.05,0.28,36%,24%,53%,51%
1,896,6005,111471,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,896,6016,111482,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,896,4001,138148,0,VA,171,52.9,0.04,-0.12,0.20,73%,42%,77%,71%
1,896,4221,111440,0,CY,221,54.7,-0.07,-0.21,0.07,62%,30%,71%,65%
1,896,6002,142332,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,896,6019,111485,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,896,4100,138318,0,ACC,272,52.7,0.16,0.03,0.29,35%,23%,66%,65%
1,896,4007,111397,0,CY,114,46.2,-0.04,-0.25,0.16,55%,31%,44%,39%
1,896,6020,111486,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,896,4610,111450,0,VA,190,55.2,0.14,-0.02,0.29,29%,22%,78%,72%
1,896,4135,138483,0,ACC,175,58.4,0.37,0.21,0.53,65%,46%,79%,76%
1,896,4000,137582,0,AC,87,47.0,-0.06,-0.29,0.17,24%,18%,49%,49%
1,896,6905,135941,0,AC,110,38.4,-0.71,-0.91,-0.50,16%,10%,37%,36%
1,896,4153,111422,0,FD,247,54.4,0.12,-0.01,0.26,47%,36%,68%,66%
1,896,4132,111414,0,FD,201,56.2,0.30,0.15,0.45,62%,45%,78%,71%
1,896,4167,111429,0,FD,262,47.5,-0.29,-0.42,-0.16,44%,29%,63%,57%
1,896,6906,136184,0,AC,158,43.5,-0.05,-0.22,0.12,17%,9%,39%,35%
2,896,7208,111517,0,CYS,10,15.8,-1.76,-2.46,-1.07,0%,0%,10%,0%
2,896,7105,140093,0,ACCS,11,21.0,-1.12,-1.75,-0.49,0%,0%,0%,0%
2,896,7000,111494,0,CYS,10,NE,NE,NE,NE,NE,NE,NE,NE
2,896,7118,111511,0,CYS,10,NE,NE,NE,NE,NE,NE,NE,NE
2,896,7106,111503,0,CYS,14,3.9,-1.32,-1.87,-0.76,0%,0%,0%,0%
2,896,7109,111505,0,CYS,9,1.3,-1.61,-2.39,-0.82,0%,0%,0%,0%
2,896,6028,131792,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,896,7108,111504,0,CYS,21,5.5,-1.37,-1.83,-0.92,0%,0%,0%,0%
2,896,7110,142302,0,ACCS,13,NE,NE,NE,NE,NE,NE,NE,NE
4,896,,,,,3448,51.1,0.04,0.00,0.07,47.0%,30.0%,65.1%,61.3%
1,908,4154,136383,0,ACC,232,40.8,-0.67,-0.81,-0.53,19%,13%,48%,43%
1,908,6002,112069,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
