RECTYPE,LEA,ESTAB,URN,ICLOSE,NFTYPE,TPUP,ATT8SCR,P8MEA,P8CILOW,P8CIUPP,PTEBACC_E_PTQ_EE,PTEBACC_PTQ_EE,PTL2BASICS_LL_PTQ_EE,PTAC5EM_PTQ_EE
4,344,,,,,3405,51.7,-0.04,-0.08,0.00,49.6%,34.2%,65.6%,61.5%
1,350,6017,130285,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,350,6001,138498,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,350,4806,135096,0,VA,118,60.0,0.75,0.56,0.95,89%,59%,82%,81%
1,350,6906,135981,0,AC,130,37.4,-0.82,-1.01,-0.63,6%,4%,19%,17%
1,350,6014,105271,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,350,6015,105272,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,350,4002,141941,0,FUTC,,,,,,,,,
1,350,5401,105267,0,VA,265,55.6,-0.09,-0.22,0.04,62%,40%,76%,70%
1,350,4000,140959,0,F,,,,,,,,,
1,350,6905,135770,0,AC,176,44.7,-0.13,-0.30,0.04,41%,16%,52%,41%
1,350,4046,105257,0,CY,259,44.9,-0.48,-0.61,-0.35,32%,17%,45%,42%
1,350,6907,136135,0,AC,57,37.5,-1.09,-1.37,-0.81,47%,4%,30%,28%
1,350,4805,134646,0,CY,140,48.4,-0.04,-0.23,0.15,26%,14%,59%,51%
1,350,4044,105256,0,CY,174,44.3,-0.35,-0.51,-0.19,9%,3%,49%,43%
1,350,6000,105269,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,350,6018,133285,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,350,4611,105263,0,VA,171,47.3,-0.15,-0.32,0.01,29%,23%,46%,44%
1,350,4501,105261,0,VC,305,49.1,-0.23,-0.36,-0.11,17%,11%,66%,61%
1,350,5400,105266,0,VA,205,55.6,0.04,-0.11,0.19,46%,36%,82%,75%
1,350,4609,105262,0,VA,169,53.4,-0.13,-0.29,0.03,17%,12%,70%,62%
1,350,4048,105259,0,CY,148,48.4,-0.06,-0.24,0.11,45%,27%,53%,50%
1,350,4049,140500,0,ACC,229,41.0,-0.47,-0.62,-0.33,34%,15%,40%,33%
1,350,4612,105264,0,VA,228,56.9,0.41,0.27,0.55,40%,29%,76%,75%
1,350,4034,105253,0,CY,237,51.0,-0.41,-0.55,-0.28,25%,19%,65%,60%
1,350,4031,105252,0,CY,175,51.4,-0.19,-0.35,-0.03,13%,10%,66%,62%
2,350,7007,105280,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,350,7004,105278,0,CYS,9,NE,NE,NE,NE,NE,NE,NE,NE
2,350,7006,142766,0,ACS,,,,,,,,,
2,350,7009,131692,1,FDS,13,7.1,-2.53,-3.19,-1.87,0%,0%,0%,0%
2,350,7003,105277,0,CYS,23,5.0,-1.27,-1.73,-0.82,0%,0%,0%,0%
2,350,7002,105276,0,CYS,10,21.6,-0.55,-1.21,0.11,0%,0%,0%,0%
4,350,,,,,3240,48.5,-0.20,-0.24,-0.16,32.7%,20.1%,58.5%,53.7%
1,351,4032,105364,0,CY,111,42.7,-0.71,-0.91,-0.51,43%,14%,46%,42%
1,351,4603,105365,0,VA,155,55.1,-0.01,-0.18,0.16,86%,35%,70%,61%
1,351,6008,105373,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,351,6009,105374,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,351,4031,105363,0,CY,178,50.1,-0.07,-0.24,0.09,37%,6%,62%,57%
1,351,6007,105372,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,351,4007,105355,0,CY,158,49.9,0.25,0.08,0.42,27%,23%,56%,49%
1,351,4004,105354,0,CY,188,54.0,0.29,0.14,0.44,38%,28%,67%,62%
1,351,4005,134195,0,VC,15,58.9,0.58,0.00,1.16,67%,67%,73%,67%
1,351,4022,105358,0,CY,167,52.5,0.15,-0.01,0.32,80%,41%,57%,54%
1,351,4025,105360,0,CY,168,48.6,-0.06,-0.23,0.11,57%,35%,52%,48%
1,351,4028,105362,0,CY,136,48.6,-0.02,-0.20,0.17,42%,21%,57%,53%
1,351,4607,105367,0,VA,203,51.7,-0.19,-0.35,-0.04,22%,14%,71%,64%
1,351,4606,105366,0,VA,202,53.1,-0.02,-0.17,0.13,55%,39%,66%,63%
1,351,4020,105357,0,CY,156,50.5,-0.31,-0.48,-0.14,29%,19%,60%,55%
1,351,4026,105361,0,CY,195,55.1,0.00,-0.15,0.15,72%,41%,76%,67%
2,351,6002,140205,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,351,7011,105378,0,CYS,29,2.9,-1.44,-1.86,-1.03,0%,0%,0%,0%
4,351,,,,,2060,50.8,-0.05,-0.10,-0.01,48.3%,26.8%,61.9%,56.7%
1,352,6044,105601,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,352,4271,105560,0,CY,245,50.0,0.53,0.38,0.67,21%,12%,58%,53%
1,352,4768,105581,0,VA,170,49.4,-0.21,-0.38,-0.05,21%,15%,54%,49%
1,352,4256,140703,0,ACC,170,42.8,0.12,-0.06,0.29,17%,12%,48%,38%
1,352,4002,138097,0,AC,98,34.3,-0.86,-1.11,-0.61,11%,2%,28%,21%
1,352,6021,105588,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,352,4281,139148,0,ACC,297,51.8,0.17,0.05,0.29,55%,39%,65%,61%
1,352,6914,136174,0,AC,117,47.3,0.15,-0.07,0.37,38%,18%,55%,50%
1,352,4007,141884,0,AC,,,,,,,,,
1,352,6912,136089,0,AC,177,40.6,-0.55,-0.71,-0.38,26%,6%,42%,37%
1,352,6053,131015,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,352,6010,141680,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,352,6049,131979,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,352,4810,137309,0,ACC,126,62.5,0.10,-0.09,0.29,37%,33%,91%,90%
1,352,4005,141196,0,AC,195,49.3,0.50,0.34,0.66,70%,44%,55%,51%
1,352,4753,105574,0,VA,158,47.3,-0.15,-0.32,0.03,63%,20%,55%,47%
1,352,6905,134224,0,AC,170,45.5,0.16,-0.02,0.34,6%,3%,52%,46%
1,352,6913,136105,0,AC,228,47.2,-0.08,-0.22,0.07,18%,9%,55%,50%
1,352,4008,142762,0,AC,,,,,,,,,
1,352,6910,135905,1,AC,132,43.6,-0.14,-0.34,0.07,26%,11%,48%,42%
1,352,4004,141107,0,FSS,10,25.5,-2.19,-2.93,-1.46,0%,0%,40%,0%
1,352,6908,135874,0,AC,93,44.1,-0.30,-0.52,-0.07,54%,18%,55%,34%
1,352,6029,105591,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,352,6909,135875,0,AC,107,41.9,-0.23,-0.44,-0.02,16%,9%,36%,28%
1,352,6030,105592,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,352,6040,130318,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,352,6067,135948,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,352,6011,142224,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,352,6071,136264,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,352,6006,137887,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,352,4006,141392,0,AC,160,43.3,-0.48,-0.65,-0.31,26%,8%,42%,36%
1,352,4761,105576,0,VA,145,46.4,-0.12,-0.30,0.06,23%,8%,57%,51%
1,352,4248,105556,0,CY,296,54.4,0.30,0.18,0.43,61%,33%,72%,70%
1,352,6032,105594,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,352,4762,105577,0,VA,221,47.1,-0.41,-0.55,-0.27,38%,24%,48%,40%
1,352,4766,139456,0,ACC,175,42.5,-0.32,-0.48,-0.16,48%,15%,46%,39%
1,352,4770,131880,0,VA,177,49.4,0.22,0.05,0.38,15%,7%,58%,56%
1,352,6070,136242,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,352,4765,137801,0,ACC,239,52.7,0.16,0.03,0.30,25%,15%,65%,62%
1,352,4257,141264,0,ACC,255,49.1,0.26,0.12,0.41,62%,34%,54%,50%
1,352,6907,135296,0,AC,124,52.7,0.05,-0.14,0.24,31%,23%,71%,67%
1,352,6033,105595,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,352,4276,105564,0,FD,327,48.9,0.31,0.18,0.43,46%,28%,59%,54%
2,352,7014,105604,0,CYS,6,4.3,-2.07,-2.92,-1.21,0%,0%,0%,0%
2,352,6045,130386,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,352,7055,105622,0,CYS,12,NE,NE,NE,NE,NE,NE,NE,NE
2,352,7029,105608,0,CYS,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,352,7042,105614,0,CYS,25,4.2,-2.90,-3.34,-2.45,0%,0%,0%,0%
2,352,7043,138532,0,ACCS,21,NE,NE,NE,NE,NE,NE,NE,NE
2,352,7061,132905,0,CYS,20,NE,NE,NE,NE,NE,NE,NE,NE
2,352,7000,142893,0,FS,,,,,,,,,
2,352,7039,141805,0,ACCS,19,NE,NE,NE,NE,NE,NE,NE,NE
2,352,7056,105623,0,CYS,19,17.6,-1.32,-1.82,-0.81,0%,0%,0%,0%
4,352,,,,,4724,46.9,-0.03,-0.06,0.01,35.5%,19.1%,54.6%,49.3%
1,353,4608,136432,0,VA,240,46.5,-0.18,-0.32,-0.04,25%,17%,57%,49%
1,353,4600,137133,0,ACC,220,58.1,0.34,0.19,0.48,61%,48%,80%,78%
1,353,4000,139970,0,F,,,,,,,,,
1,353,4605,137294,0,ACC,202,56.5,-0.07,-0.22,0.08,32%,26%,77%,74%
1,353,6001,138568,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,353,4023,105735,0,FD,289,45.1,-0.72,-0.84,-0.59,21%,8%,52%,44%
1,353,4002,140542,0,FUTC,46,20.1,-2.49,-2.80,-2.18,0%,0%,0%,0%
1,353,4011,137039,0,ACC,213,48.9,0.28,0.13,0.42,36%,24%,60%,56%
1,353,4027,141248,0,ACC,255,49.3,-0.15,-0.28,-0.02,10%,8%,69%,65%
1,353,6905,136027,0,AC,214,34.4,-1.21,-1.36,-1.06,19%,3%,40%,34%
1,353,6906,136115,0,AC,157,45.7,0.34,0.16,0.52,18%,7%,43%,33%
1,353,6012,105745,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,353,4028,105738,0,FD,296,45.9,-0.17,-0.29,-0.04,9%,6%,56%,47%
1,353,4022,105734,0,FD,226,43.7,-0.56,-0.70,-0.43,14%,8%,49%,43%
1,353,4026,105736,0,CY,264,52.4,-0.04,-0.17,0.09,51%,34%,68%,63%
1,353,6907,136148,0,AC,243,39.9,-0.77,-0.90,-0.63,16%,9%,46%,43%
1,353,6000,137822,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,353,6015,105748,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,353,6019,131751,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,353,7014,138697,0,ACCS,49,0.4,-1.87,-2.18,-1.56,0%,0%,0%,0%
2,353,7012,133368,0,CYS,10,6.6,-3.24,-3.94,-2.55,0%,0%,0%,0%
4,353,,,,,2928,45.8,-0.34,-0.38,-0.30,24.7%,15.7%,56.1%,50.7%
1,354,6001,105855,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,354,4611,105844,0,VA,179,50.0,-0.13,-0.29,0.03,20%,16%,55%,49%
1,354,4086,105837,0,CY,231,47.8,0.04,-0.10,0.19,53%,27%,61%,44%
1,354,5401,140091,0,ACC,234,53.2,0.10,-0.04,0.24,18%,15%,73%,71%
1,354,4801,131726,0,VA,111,51.0,0.14,-0.06,0.34,41%,30%,69%,67%
1,354,5402,135795,0,FD,178,44.7,0.17,0.01,0.33,10%,6%,52%,45%
1,354,4088,105839,0,CY,166,46.3,-0.21,-0.37,-0.04,20%,13%,54%,48%
1,354,4091,105842,0,CY,187,51.2,0.26,0.11,0.42,17%,12%,63%,59%
1,354,4089,105840,0,CY,250,51.9,-0.05,-0.18,0.09,55%,32%,63%,57%
1,354,6006,134575,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,354,6905,135313,0,AC,90,44.6,-0.37,-0.59,-0.15,29%,8%,39%,37%
1,354,4612,105845,0,VA,239,47.8,-0.30,-0.44,-0.17,26%,17%,67%,60%
1,354,4083,105834,0,CY,201,44.6,-0.26,-0.40,-0.11,10%,5%,50%,45%
1,354,5400,140055,0,ACC,209,50.3,-0.02,-0.16,0.13,17%,12%,54%,52%
2,354,7006,105861,0,CYS,10,0.6,-2.87,-3.61,-2.13,0%,0%,0%,0%
2,354,6035,135753,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,354,6202,136257,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,354,7015,135202,0,CYS,30,NE,NE,NE,NE,NE,NE,NE,NE
4,354,,,,,2316,48.0,-0.08,-0.12,-0.03,26.3%,16.2%,58.5%,52.5%
1,355,6000,140036,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,355,4000,138418,0,AC,147,41.7,-0.57,-0.76,-0.38,16%,7%,41%,36%
1,355,4620,131512,0,VA,114,48.5,0.00,-0.21,0.22,39%,19%,61%,54%
1,355,6054,135168,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,355,6057,136086,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,355,4018,138698,0,ACC,49,55.2,0.48,0.18,0.79,35%,27%,73%,73%
1,355,6011,105996,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,355,6005,105992,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,355,4026,105974,0,CY,129,45.0,-0.44,-0.63,-0.25,51%,17%,29%,26%
1,355,4049,105982,0,CY,114,49.2,0.15,-0.06,0.35,59%,15%,61%,57%
1,355,4052,133351,0,CY,132,45.6,-0.21,-0.40,-0.03,37%,7%,29%,29%
1,355,4036,105976,0,CY,161,41.8,-0.96,-1.13,-0.80,20%,4%,43%,35%
1,355,6002,141968,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,355,4039,105977,0,CY,185,48.9,-0.24,-0.40,-0.09,40%,21%,57%,45%
1,355,6906,135661,0,AC,91,45.1,-0.19,-0.43,0.04,32%,11%,51%,47%
1,355,6028,106004,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,355,5400,105989,0,VA,215,51.6,-0.06,-0.21,0.08,62%,30%,68%,62%
1,355,4616,105986,0,VA,180,56.2,0.25,0.09,0.41,68%,53%,84%,78%
1,355,6905,135071,0,AC,93,42.7,-0.42,-0.64,-0.20,12%,8%,44%,40%
1,355,4050,136987,0,ACC,129,48.2,-0.21,-0.40,-0.02,64%,21%,62%,53%
1,355,4001,142010,0,FUTC,,,,,,,,,
1,355,4035,105975,0,CY,267,49.8,-0.39,-0.52,-0.26,74%,28%,60%,54%
2,355,7026,106010,0,CYS,8,NE,NE,NE,NE,NE,NE,NE,NE
2,355,7027,106011,0,CYS,20,9.3,-2.71,-3.19,-2.23,0%,0%,0%,0%
2,355,7025,138130,0,ACCS,46,7.7,-1.58,-1.91,-1.26,0%,0%,0%,0%
4,355,,,,,2081,46.6,-0.30,-0.35,-0.25,45.7%,20.1%,53.2%,47.9%
1,356,4038,106139,0,CY,260,52.4,-0.14,-0.27,-0.01,64%,31%,72%,66%
1,356,4039,137843,0,ACC,288,58.5,0.50,0.38,0.62,61%,52%,81%,78%
1,356,6019,106157,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,356,6030,134493,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,356,4601,106143,0,VA,153,47.6,-0.26,-0.43,-0.09,33%,22%,52%,50%
1,356,4036,137923,0,ACC,194,53.9,0.29,0.14,0.44,25%,18%,74%,68%
1,356,6009,106151,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,356,4040,106141,0,CY,285,51.4,-0.14,-0.27,-0.01,38%,26%,62%,55%
1,356,4037,106138,0,CY,291,54.6,0.12,0.00,0.25,71%,42%,75%,69%
1,356,6031,135526,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,356,4032,106133,0,CY,242,57.5,0.21,0.08,0.35,67%,48%,81%,79%
1,356,4033,137885,0,ACC,214,47.8,-0.01,-0.15,0.14,20%,14%,50%,44%
1,356,4603,106144,0,VA,125,46.0,-0.58,-0.77,-0.38,10%,6%,64%,58%
1,356,4600,106142,0,VA,158,57.1,0.40,0.23,0.57,62%,45%,77%,73%
1,356,6905,135262,0,AC,121,50.9,0.31,0.11,0.50,22%,14%,57%,55%
1,356,6018,106156,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,356,4034,106135,0,CY,211,52.8,0.26,0.11,0.40,84%,45%,66%,60%
1,356,4035,106136,0,CY,227,42.6,-0.65,-0.79,-0.51,10%,6%,48%,46%
2,356,6027,131551,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,356,6025,106162,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,356,7508,106172,0,CYS,35,8.8,-1.31,-1.68,-0.95,0%,0%,3%,0%
2,356,7509,106173,0,CYS,9,NE,NE,NE,NE,NE,NE,NE,NE
2,356,7103,134064,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,356,6008,106150,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,356,7502,106166,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,356,6000,142225,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,356,7511,131889,0,CYS,11,4.2,-2.90,-3.53,-2.27,0%,0%,0%,0%
4,356,,,,,2824,51.3,0.01,-0.03,0.05,46.0%,29.9%,65.8%,61.4%
1,357,4006,134283,0,CY,142,52.2,0.17,0.00,0.35,23%,9%,75%,64%
1,357,4604,139735,0,ACC,145,45.2,-0.53,-0.71,-0.36,8%,5%,44%,37%
1,357,4026,106269,0,CY,83,41.8,-0.36,-0.59,-0.12,12%,6%,53%,47%
1,357,5400,136273,0,ACC,196,53.6,0.03,-0.12,0.18,24%,17%,81%,73%
1,357,4011,139294,0,ACC,137,48.4,-0.30,-0.48,-0.12,10%,7%,59%,55%
1,357,4028,135122,0,CY,184,47.9,-0.02,-0.17,0.14,12%,3%,59%,49%
1,357,6906,135864,0,AC,178,45.6,-0.13,-0.29,0.03,17%,14%,52%,52%
1,357,5402,136593,0,ACC,192,55.8,0.06,-0.10,0.21,59%,41%,78%,71%
1,357,4025,106268,0,CY,176,48.7,-0.01,-0.17,0.15,3%,3%,71%,61%
1,357,4023,106267,0,CY,163,50.3,-0.11,-0.27,0.06,65%,34%,60%,57%
1,357,4018,106266,0,CY,151,52.9,-0.18,-0.35,-0.01,44%,32%,75%,70%
1,357,6905,135508,0,AC,257,41.7,-0.51,-0.65,-0.37,43%,20%,37%,31%
1,357,4602,106270,0,VA,150,52.7,0.05,-0.12,0.22,64%,33%,71%,64%
1,357,4603,106271,0,VA,152,54.3,-0.09,-0.26,0.08,60%,47%,78%,76%
1,357,6000,106276,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,357,5401,137020,0,ACC,160,54.6,0.15,-0.01,0.32,9%,5%,74%,72%
2,357,7005,106279,0,CYS,12,NE,NE,NE,NE,NE,NE,NE,NE
2,357,6056,130913,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,357,7006,106280,0,CYS,22,1.1,-1.79,-2.27,-1.31,0%,0%,0%,0%
4,357,,,,,2500,49.1,-0.13,-0.17,-0.09,31.0%,18.6%,63.1%,57.3%
1,358,6018,134469,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,358,4024,138614,0,ACC,165,48.9,-0.08,-0.25,0.08,47%,22%,50%,47%
1,358,5404,136458,0,ACC,187,71.1,0.38,0.20,0.55,76%,71%,99%,98%
1,358,5407,137289,0,ACC,176,73.1,0.45,0.28,0.62,98%,95%,100%,98%
1,358,5401,138123,0,ACC,257,51.1,0.07,-0.06,0.21,35%,19%,64%,60%
1,358,5403,106376,0,VA,190,55.2,0.53,0.38,0.68,16%,11%,74%,57%
1,358,4012,138124,0,ACC,55,46.0,-0.17,-0.45,0.12,4%,4%,65%,64%
1,358,4014,136965,0,ACC,141,50.3,-0.04,-0.22,0.14,21%,16%,67%,65%
1,358,5901,138464,0,ACC,149,70.0,0.47,0.28,0.65,84%,73%,99%,97%
1,358,4015,106365,0,CY,44,37.8,-0.83,-1.17,-0.48,2%,0%,32%,25%
1,358,6003,106380,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,358,5900,138134,0,ACC,131,67.6,0.34,0.14,0.54,53%,47%,100%,99%
1,358,4602,106372,0,VA,132,43.5,-0.70,-0.89,-0.51,5%,3%,52%,49%
1,358,4029,136498,0,ACC,179,69.6,0.38,0.23,0.54,76%,68%,100%,98%
1,358,5402,106375,0,FD,104,50.1,0.17,-0.05,0.38,50%,33%,59%,54%
1,358,4025,106368,0,FD,126,65.4,0.28,0.09,0.47,44%,29%,94%,91%
1,358,4028,106370,0,FD,158,46.5,-0.28,-0.45,-0.11,17%,9%,53%,46%
1,358,5405,136297,0,ACC,128,68.5,0.12,-0.07,0.30,66%,63%,98%,98%
1,358,4016,136378,0,ACC,139,48.2,-0.37,-0.54,-0.19,23%,9%,65%,58%
1,358,5400,136377,0,ACC,235,55.0,0.14,0.00,0.27,64%,42%,72%,66%
2,358,7001,106391,0,CYS,14,NE,NE,NE,NE,NE,NE,NE,NE
2,358,7009,131885,0,CYS,18,4.4,-3.01,-3.51,-2.52,0%,0%,0%,0%
2,358,6019,136239,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,358,7008,130943,0,CYS,26,4.6,-1.83,-2.24,-1.42,0%,0%,0%,0%
2,358,7503,106167,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,358,,,,,2758,56.6,0.05,0.01,0.09,46.7%,36.4%,75.0%,70.8%
1,359,4001,137210,0,AC,176,42.6,-0.43,-0.59,-0.27,6%,4%,40%,40%
1,359,4005,138233,0,F,,,,,,,,,
1,359,4019,106523,0,CY,191,46.1,-0.20,-0.35,-0.05,26%,17%,53%,49%
1,359,4501,138699,0,ACC,205,49.4,-0.24,-0.38,-0.09,48%,24%,60%,51%
1,359,4015,106521,0,CY,191,47.0,-0.55,-0.70,-0.40,42%,26%,55%,50%
1,359,4608,106534,0,VA,239,50.7,-0.23,-0.36,-0.09,28%,20%,62%,57%
1,359,4025,137448,0,ACC,247,52.8,-0.08,-0.21,0.06,38%,30%,70%,66%
1,359,4022,106525,0,FD,160,49.5,-0.15,-0.32,0.01,23%,19%,63%,54%
1,359,4035,138110,0,ACC,181,53.8,0.22,0.06,0.37,25%,22%,72%,69%
1,359,4026,106528,0,FD,173,47.5,-0.26,-0.42,-0.10,20%,8%,50%,46%
1,359,4002,137783,0,FD,129,49.4,-0.14,-0.32,0.05,15%,12%,64%,62%
1,359,4007,141746,0,AC,125,43.6,-0.20,-0.39,-0.01,1%,0%,39%,32%
1,359,4805,106540,0,VA,240,58.2,0.13,0.00,0.27,48%,42%,75%,74%
1,359,4609,106535,0,VA,154,50.0,0.02,-0.15,0.19,27%,18%,64%,58%
1,359,4615,106538,0,VA,256,54.0,0.12,-0.02,0.25,55%,34%,68%,62%
1,359,4614,106537,0,VA,179,58.2,0.19,0.04,0.35,46%,32%,75%,69%
1,359,4027,106529,0,CY,117,52.5,-0.05,-0.24,0.15,76%,26%,74%,64%
1,359,4034,106531,0,CY,247,58.1,0.37,0.24,0.51,36%,30%,81%,80%
1,359,4020,106524,0,CY,148,43.9,-0.45,-0.62,-0.27,36%,16%,49%,45%
1,359,4006,138229,0,FUTC,,,,,,,,,
2,359,6009,135557,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,359,7002,106543,0,CYS,12,0.6,-1.53,-2.19,-0.87,0%,0%,0%,0%
2,359,7001,134297,0,CYS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,359,7023,135199,0,CYS,16,14.8,-1.57,-2.11,-1.03,0%,0%,6%,0%
2,359,7022,131530,0,CYS,21,6.1,-1.32,-1.79,-0.85,0%,0%,0%,0%
2,359,6000,137821,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,359,,,,,3409,50.3,-0.11,-0.14,-0.07,33.6%,22.2%,62.1%,57.5%
1,370,6905,131749,0,AC,142,41.6,-0.56,-0.74,-0.38,19%,10%,47%,42%
1,370,4802,135892,1,CY,179,48.4,0.15,-0.01,0.30,7%,7%,63%,62%
1,370,4025,106651,0,CY,166,48.9,-0.26,-0.43,-0.10,42%,25%,60%,54%
1,370,4037,106656,0,CY,186,43.2,-0.39,-0.54,-0.24,6%,4%,52%,48%
1,370,3326,135896,0,VA,136,45.9,-0.15,-0.33,0.03,32%,19%,54%,47%
1,370,6001,106659,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,370,4805,136404,0,VC,386,51.6,0.10,-0.01,0.21,46%,30%,69%,66%
1,370,4008,140979,0,AC,195,47.1,-0.40,-0.55,-0.25,50%,17%,58%,54%
1,370,4804,136403,0,CY,210,40.6,-0.89,-1.03,-0.74,18%,8%,39%,34%
1,370,4002,139210,0,AC,,,,,,,,,
1,370,4003,139211,0,AC,188,47.2,0.02,-0.13,0.18,11%,7%,53%,50%
1,370,4027,106653,0,CY,265,57.2,0.09,-0.04,0.22,37%,33%,81%,76%
2,370,6005,135376,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,370,7009,141704,0,ACCS,27,NE,NE,NE,NE,NE,NE,NE,NE
2,370,6004,106965,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,370,7010,141563,0,ACCS,11,19.5,-0.92,-1.55,-0.29,0%,0%,0%,0%
4,370,,,,,2091,47.3,-0.21,-0.26,-0.17,28.6%,17.5%,58.4%,54.7%
1,371,4021,138314,0,ACC,104,47.6,-0.17,-0.37,0.04,13%,5%,63%,59%
1,371,4000,137066,0,AC,121,39.9,-0.63,-0.83,-0.44,22%,5%,39%,33%
1,371,4002,140177,0,AC,159,36.3,-1.11,-1.28,-0.94,12%,3%,42%,30%
1,371,4036,138116,0,ACC,122,50.1,-0.08,-0.27,0.11,15%,11%,69%,66%
1,371,4014,137524,0,ACC,221,44.6,-0.06,-0.20,0.09,24%,13%,50%,47%
1,371,6906,135942,0,AC,109,45.9,-0.08,-0.29,0.12,28%,13%,61%,53%
1,371,4029,137472,0,ACC,145,47.4,-0.11,-0.28,0.06,28%,17%,58%,56%
1,371,4062,137842,0,ACC,280,47.0,-0.04,-0.17,0.09,10%,6%,58%,56%
1,371,5400,136672,0,ACC,178,52.3,0.03,-0.13,0.19,66%,33%,70%,68%
1,371,6000,106812,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,371,4040,137899,0,ACC,224,54.4,0.36,0.22,0.50,21%,15%,81%,76%
1,371,4606,140865,0,ACC,269,51.5,-0.06,-0.19,0.07,52%,37%,57%,54%
1,371,4004,141354,0,AC,150,36.2,-1.15,-1.32,-0.97,23%,10%,46%,37%
